title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
Adversarial Learning for Zero-Shot Stance Detection on Social Media,2021,103,26,2,4e9d4b3d89b4dec3d313c3295c70d3afff6ae50f,,0,0,0,0,0,0,0,6,26,25,33,自然语言处理
Efficiently Summarizing Text and Graph Encodings of Multi-Document Clusters,2021,77,35,2,42e41ab2211b8ba78e36326ea21e05bd25d92c42,,0,0,0,0,0,0,1,4,21,26,15,自然语言处理
Enriching Transformers with Structured Tensor-Product Representations for Abstractive Summarization,2021,21,7,1,45f7c0caf0f1f88a568279de52d7a8c29aa8e28f,,0,0,0,0,0,0,0,2,3,6,7,自然语言处理
What’s in a Summary? Laying the Groundwork for Advances in Hospital-Course Summarization,2021,53,9,1,30370906b75eb04792b3f19763292996671517fd,,0,0,0,0,0,0,0,0,12,25,7,自然语言处理
Understanding Factuality in Abstractive Summarization with FRANK: A Benchmark for Factuality Metrics,2021,347,177,4,667bdd2a8dc997d40c106ff6761babebe4050762,,0,0,0,0,0,0,1,22,84,103,82,自然语言处理
GSum: A General Framework for Guided Neural Abstractive Summarization,2021,278,95,11,d38b686b8b68d0b91b294fd8a55ac7dea191706f,,0,0,0,0,0,0,4,41,84,67,49,自然语言处理
What Will it Take to Fix Benchmarking in Natural Language Understanding?,2021,181,64,4,a62bbc8ec3de4108a31b3fcc3403b659e7de5116,,0,0,0,0,0,0,0,30,46,34,32,自然语言处理
TuringAdvice: A Generative and Dynamic Evaluation of Language Use,2021,30,9,0,9983dd0b93d268c31cc821b9f4071372d191000e,,0,0,0,0,0,0,0,7,9,9,3,自然语言处理
Multitask Learning for Emotionally Analyzing Sexual Abuse Disclosures,2021,8,3,0,99d2aafb08d7e3f2f3d1ff5c82ea38f1ee3148f2,,0,0,0,0,0,0,0,0,4,2,2,自然语言处理
Self Promotion in US Congressional Tweets,2021,3,2,0,48e8046500f442ca42c75ff0f58e923f42ade9ac,,0,0,0,0,0,0,0,0,2,0,1,自然语言处理
Profiling of Intertextuality in Latin Literature Using Word Embeddings,2021,18,1,4,7a962e74251015cbad6956dde4782404fa37da47,,0,0,0,0,0,0,0,1,1,4,4,自然语言处理
Identifying inherent disagreement in natural language inference,2021,27,13,0,f4dda4524bba281141829aaf6967431f59257e74,,0,0,0,0,0,0,0,2,4,10,6,自然语言处理
Modeling Human Mental States with an Entity-based Narrative Graph,2021,6,4,0,1dc4f4545011918ee11a9bb87970f66581bed368,,0,0,0,0,0,0,0,0,1,2,1,自然语言处理
A Simple and Efficient Multi-Task Learning Approach for Conditioned Dialogue Generation,2021,15,4,0,87102d1054611d8cf8bc4e743516ef3a613766ac,,0,0,0,0,0,0,0,2,6,3,4,自然语言处理
Hurdles to Progress in Long-form Question Answering,2021,221,101,5,3122a2d7799ba585b993e432b3deb47659b3f3c1,,0,0,0,0,0,0,2,22,38,55,64,自然语言处理
ENTRUST: Argument Reframing with Language Models and Entailment,2021,13,5,0,0e345e074641abcd032a3bf3d1b3e8d42030d281,,0,0,0,0,0,0,1,2,3,4,3,自然语言处理
Paragraph-level Simplification of Medical Texts,2021,106,31,2,88d3229660f8f67e0bfd9689b0cf9ef08ad92106,,0,0,0,0,0,1,1,1,20,32,31,自然语言处理
An Empirical Study on Neural Keyphrase Generation,2021,43,16,0,166d2087d68b353489447af3db128e9565012bcb,,0,0,0,0,0,0,1,7,12,11,9,自然语言处理
Attention Head Masking for Inference Time Content Selection in Abstractive Summarization,2021,15,3,1,1a2b389f6661827d744fbf2a3bba0aa344b33daf,,0,0,0,0,0,0,1,1,6,1,2,自然语言处理
Factual Probing Is [MASK]: Learning vs. Learning to Recall,2021,437,182,13,f2885c6a25756cf81aa23b41bc62696a5be5c94d,,0,0,0,0,0,0,2,37,100,139,116,自然语言处理
Evaluating Saliency Methods for Neural Language Models,2021,58,15,1,61c4f280e24d80d09e4f76ed2e31672b970bfbd1,,0,0,0,0,0,0,0,15,15,10,14,模型可解释性、公平性、应用系统等
Contextualized Perturbation for Textual Adversarial Attack,2021,259,107,8,472cd41fa2ba2e520706f232cae12db4a7b5e60a,,0,0,0,0,0,0,6,34,51,76,55,自然语言处理
DirectProbe: Studying Representations without Classifiers,2021,35,18,2,00c209ea764f709a5ce7d7fdc16c2352551bfa83,,0,0,0,0,0,0,1,6,5,10,4,表示学习与优化方法
Evaluating the Values of Sources in Transfer Learning,2021,19,10,0,142d60c73140c82ce382525fcac6358999d71627,,0,0,0,0,0,0,0,3,4,5,5,机器学习（含深度学习）
Too Much in Common: Shifting of Embeddings in Transformer Language Models and its Implications,2021,41,13,2,9a432edd418361d9ca2fbab263633012906b8142,,0,0,0,0,0,0,0,5,4,10,14,自然语言处理
On the Inductive Bias of Masked Language Modeling: From Statistical to Syntactic Dependencies,2021,30,13,0,5f11dfa7cd146b456dceed19923f5ed6214fcc44,,0,0,0,0,0,0,0,6,10,7,2,自然语言处理
Limitations of Autoregressive Models and Their Alternatives,2021,73,26,1,9e6763597414d865237fdd065eed50bbc5ff14f5,,0,0,0,0,0,0,0,3,6,17,23,自然语言处理
On the Transformer Growth for Progressive BERT Training,2021,60,22,0,a5d6b9ed787b558e20d61bd8f5816317ef1b9a39,,0,0,0,0,0,0,0,6,12,14,18,自然语言处理
Revisiting Simple Neural Probabilistic Language Models,2021,15,5,0,981dbdf6f87f13f3f3047a925c519fc39a35202b,,0,0,0,0,0,0,0,2,3,3,6,自然语言处理
ReadTwice: Reading Very Large Documents with Memories,2021,18,8,0,6a3e13d7926a4aaa0ddcd3acc7c08e8d24c330e5,,0,0,0,0,0,0,0,3,6,6,0,自然语言处理
SCRIPT: Self-Critic PreTraining of Transformers,2021,7,4,0,ea330d8b504ce194c8c67cb8884a7a22d92b5a87,,0,0,0,0,0,0,0,2,2,0,1,自然语言处理
Learning How to Ask: Querying LMs with Mixtures of Soft Prompts,2021,577,243,7,209f9bde2dee7cf1677801586562ffe56d435d38,,0,0,0,0,0,0,4,46,132,190,131,自然语言处理
Nutri-bullets Hybrid: Consensual Multi-document Summarization,2021,8,4,0,4a470df590d90494696fce37aa1eed2d2659bc0a,,0,0,0,0,0,0,0,0,3,3,2,自然语言处理
AVA: an Automatic eValuation Approach for Question Answering Systems,2021,15,6,2,e12efe9fffbaec3c52cb8546b90c9b6e5fb51d6a,,0,0,0,0,0,0,0,1,3,3,6,自然语言处理
SpanPredict: Extraction of Predictive Document Spans with Neural Attention,2021,5,1,0,a1c6fa477686cf6db3811efe6bc60cbb3d945189,,0,0,0,0,0,0,0,2,0,2,1,自然语言处理
Text Editing by Command,2021,41,22,0,483336e50c566c5505012d8777b97800a6386113,,0,0,0,0,0,0,0,2,12,14,8,自然语言处理
A Deep Metric Learning Approach to Account Linking,2021,28,9,0,0a53be8d3af7b3e774e7a3b1208f2c9351758f8a,,0,0,0,0,0,0,0,1,3,9,5,表示学习与优化方法
Improving Factual Completeness and Consistency of Image-to-Text Radiology Report Generation,2021,186,43,4,9e90c17ef40404b79ad0f12d9b9c94656f12dfcd,,0,0,0,0,0,0,3,5,30,57,50,自然语言处理
Multimodal End-to-End Sparse Model for Emotion Recognition,2021,95,26,10,4d59c17aa86bbbfafd07fe04f86b1b4ec9c942e3,,0,0,0,0,0,0,0,12,17,25,20,多模态学习
MIMOQA: Multimodal Input Multimodal Output Question Answering,2021,42,14,0,83e81a4a4f9329d727cf519491da3d30ec8f8d4b,,0,0,0,0,0,0,0,4,10,12,11,多模态学习
OCID-Ref: A 3D Robotic Dataset With Embodied Language For Clutter Scene Grounding,2021,25,5,3,4ae70ed20691908996c6b16bb74f47923c938780,,0,0,0,0,0,0,0,0,2,7,9,多模态学习
Unsupervised Vision-and-Language Pre-training Without Parallel Images and Captions,2021,49,19,1,fc123daef8ab12025c2e5e6162a0c94370faa4c5,,0,0,0,0,0,0,0,5,15,22,4,多模态学习
Multitasking Inhibits Semantic Drift,2021,13,5,1,66d5863d31b165a493c93c88b257ea06485f7f12,,0,0,0,0,0,0,0,3,5,3,1,自然语言处理
Probing Contextual Language Models for Common Ground with Visual Representations,2021,27,8,0,567469dc08fbb702df9f525637e9a3fc43bb1fbb,,0,0,0,0,0,0,3,4,6,5,6,多模态学习
BBAEG: Towards BERT-based Biomedical Adversarial Example Generation for Text Classification,2021,16,2,1,7cbd2ba7b66d6dbb68ca7ae665e400fae08f3d62,,0,0,0,0,0,0,0,3,3,3,5,自然语言处理
Targeted Adversarial Training for Natural Language Understanding,2021,12,5,0,a9e8c7544b41ff133b04a321179c22f7da3c3cdc,,0,0,0,0,0,0,0,6,5,1,0,自然语言处理
Latent-Optimized Adversarial Neural Transfer for Sarcasm Detection,2021,18,4,0,cab2fb723903d268ab911dd1d04c6e4626e90007,,0,0,0,0,0,0,1,2,7,4,2,自然语言处理
Self-training Improves Pre-training for Natural Language Understanding,2021,169,73,1,a321d1ec561a23512a5aa687c0d89c971bb5687b,,0,0,0,0,0,0,4,60,46,27,19,自然语言处理
Supporting Clustering with Contrastive Learning,2021,229,74,6,4d1ab60f309629241a00b71190d338ab27c40170,,0,0,0,0,0,0,0,10,54,61,57,表示学习与优化方法
TITA: A Two-stage Interaction and Topic-Aware Text Matching Model,2021,4,0,0,609d31ae4683959fc1c38ec037b393a3274e2d6c,,0,0,0,0,0,0,0,1,2,1,0,自然语言处理
Neural Quality Estimation with Multiple Hypotheses for Grammatical Error Correction,2021,26,7,1,209923f17bb2fccc1a92dd5aea818171846496ec,,0,0,0,0,0,0,0,2,3,13,4,自然语言处理
Neural Network Surgery: Injecting Data Patterns into Pre-trained Models with Minimal Instance-wise Side Effects,2021,16,8,1,e6987c47cbe890d9d6384bdb27fbd003bb2b8568,,0,0,0,0,0,0,0,2,3,6,2,机器学习（含深度学习）
Discrete Argument Representation Learning for Interactive Argument Pair Identification,2021,17,6,0,36e4e4099f08a6e7edd9b40224ffcdfecd804459,,0,0,0,0,0,0,0,4,3,4,4,自然语言处理
On Unifying Misinformation Detection,2021,25,7,1,8de8010a09edced1866a3aa82bec2e01581b76a3,,0,0,0,0,0,0,0,3,6,7,7,自然语言处理
Frustratingly Easy Edit-based Linguistic Steganography with a Masked Language Model,2021,46,14,2,d75503985a0c3a0b867a1805de5db01450dc2992,,0,0,0,0,0,0,0,0,3,23,13,自然语言处理
"Few-Shot Text Classification with Triplet Networks, Data Augmentation, and Curriculum Learning",2021,65,24,3,a57b56d49da147a3544c79479945e2256778e8ad,,0,0,0,0,0,0,0,7,16,22,13,自然语言处理
Do RNN States Encode Abstract Phonological Alternations?,2021,6,3,0,d4c9fa8854d9d3ee8865656d67a26b51841d8ee3,,0,0,0,0,0,0,0,1,4,0,0,自然语言处理
Pre-training with Meta Learning for Chinese Word Segmentation,2021,21,8,0,fd7585592eb48f82585abdb44c9c30a59dedf9a1,,0,0,0,0,0,0,1,4,7,3,3,自然语言处理
"Decompose, Fuse and Generate: A Formation-Informed Method for Chinese Definition Generation",2021,11,4,0,d2478ffb8368f6f82f4acd2637a61fc87931a8a3,,0,0,0,0,0,0,0,3,3,1,3,自然语言处理
User-Generated Text Corpus for Evaluating Japanese Morphological Analysis and Lexical Normalization,2021,7,2,0,5878a1c25871a20e55ce07bc00620337c6601342,,0,0,0,0,0,0,0,1,1,1,2,自然语言处理
GPT Perdetry Test: Generating new meanings for new words,2021,18,6,1,ea55ed2108e8ef144c2eec38cf28a263b7a73239,,0,0,0,0,0,0,0,1,6,5,2,自然语言处理
Universal Semantic Tagging for English and Mandarin Chinese,2021,1,0,0,0c367fb5884fe8d59a0bc7e8dfeacf357a8a0535,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
ShadowGNN: Graph Projection Neural Network for Text-to-SQL Parser,2021,60,19,5,c114db5f1c38cbe6797bc74ef98072cac71f6cc6,,0,0,0,0,0,0,0,9,11,19,13,自然语言处理
Contextualized and Generalized Sentence Representations by Contrastive Self-Supervised Learning: A Case Study on Discourse Relation Analysis,2021,9,3,1,f90795818b3135c9a0fa2ee6c92219a6a980d7f6,,0,0,0,0,0,0,0,0,5,4,0,自然语言处理
AMR Parsing with Action-Pointer Transformer,2021,47,26,0,44e02e57b186dfef713b24beb44727d4b1048fe8,,0,0,0,0,0,0,0,11,15,9,7,自然语言处理
NL-EDIT: Correcting Semantic Parse Errors through Natural Language Interaction,2021,50,21,0,6b9564d94aa4415b90561b430ac85b0ee11a5833,,0,0,0,0,0,0,0,8,6,20,9,自然语言处理
Unsupervised Concept Representation Learning for Length-Varying Text Similarity,2021,4,1,0,26380f0bf00ccffa32170838dc22f53ae096dfc4,,0,0,0,0,0,0,0,0,2,0,2,表示学习与优化方法
Augmenting Knowledge-grounded Conversations with Sequential Knowledge Transition,2021,28,13,0,0f88bb2df2c7c2e0ee5ec95cf7459f07b9395fb4,,0,0,0,0,1,0,0,6,8,11,2,自然语言处理
Adversarial Self-Supervised Learning for Out-of-Domain Detection,2021,34,16,0,7d3342983a2c76c65318008a30e5389bc9dcc082,,0,0,0,0,0,0,0,2,13,13,5,机器学习（含深度学习）
Leveraging Slot Descriptions for Zero-Shot Cross-Domain Dialogue StateTracking,2021,95,51,2,aecc84aa9ff29a99f44556689592cd0fff84cb87,,0,0,0,0,1,0,0,7,29,28,20,自然语言处理
Hierarchical Transformer for Task Oriented Dialog Systems,2021,29,11,0,60a31c41a85d5f58eba6ddf37408b45a83353063,,0,0,0,0,0,0,0,4,8,10,5,自然语言处理
Measuring the ‘I don’t know’ Problem through the Lens of Gricean Quantity,2021,4,1,0,5e9e088513369d6d003e76d422701783e852078b,,0,0,0,0,0,0,0,0,1,0,2,模型可解释性、公平性、应用系统等
RTFE: A Recursive Temporal Fact Embedding Framework for Temporal Knowledge Graph Completion,2021,26,9,0,57f3b5e3b41fac84661d49299bd255dbf1c225a3,,0,0,0,0,0,0,1,0,11,6,6,表示学习与优化方法
Open Hierarchical Relation Extraction,2021,34,14,2,b66d9b7326bd794c4c00224769db0eb2552a55b2,,0,0,0,0,0,0,0,3,9,10,10,自然语言处理
Jointly Extracting Explicit and Implicit Relational Triples with Reasoning Pattern Enhanced Binary Pointer Network,2021,29,8,1,ad419277f74965a080ab60a4366e736fe62931ab,,0,0,0,0,0,0,0,3,7,7,8,自然语言处理
Multi-Grained Knowledge Distillation for Named Entity Recognition,2021,17,3,1,f47e0c58583943ed7b6e9800ab30ac5fae69a99d,,0,0,0,0,0,0,0,0,5,3,4,自然语言处理
"SGG: Learning to Select, Guide, and Generate for Keyphrase Generation",2021,11,3,0,ea804abd23fa29e2c6183da847c5889e06ccbf42,,0,0,0,0,0,0,0,4,3,3,0,自然语言处理
Towards Sentiment and Emotion aided Multi-modal Speech Act Classification in Twitter,2021,35,6,0,0a74c41c70fb801f66d375b1ac4d019e5347c174,,0,0,0,0,0,0,0,2,7,10,12,多模态学习
Generative Imagination Elevates Machine Translation,2021,44,14,2,07a394c6d95c646fb4c50393046db58f7d6fddee,,0,0,0,0,0,0,0,1,10,13,9,自然语言处理
Non-Autoregressive Translation by Learning Target Categorical Codes,2021,38,28,2,8e23606793d4ce455302b110f50033c6e241d9aa,,0,0,0,0,0,0,1,2,19,8,4,自然语言处理
Training Data Augmentation for Code-Mixed Translation,2021,28,10,0,fcf24ec00524fd4b74ad1b5615eeab53377a43c9,,0,0,0,0,0,0,0,5,8,5,6,自然语言处理
Rethinking Perturbations in Encoder-Decoders for Fast Training,2021,47,14,5,4f90ef30a35db06b4e953cfce8b8fc4179d4bff7,,0,0,0,0,0,0,0,6,17,11,12,机器学习（含深度学习）
Context-aware Decoder for Neural Machine Translation using a Target-side Document-Level Language Model,2021,11,2,0,d2405a1cb8b41701fa8177e1c2438c730051ac01,,0,0,0,0,0,0,0,0,2,4,3,自然语言处理
Machine Translated Text Detection Through Text Similarity with Round-Trip Translation,2021,13,3,1,48e83d3a69b2f7e9554de0bbcc7635ab96c3a46f,,0,0,0,0,0,0,0,2,2,2,1,自然语言处理
TR-BERT: Dynamic Token Reduction for Accelerating BERT Inference,2021,74,31,0,6da4b231148bf26677233d1f778d08a5d26f4313,,0,0,0,0,0,0,1,4,14,21,22,自然语言处理
Breadth First Reasoning Graph for Multi-hop Question Answering,2021,19,7,0,549c682b49fcd29f7404ecfb11fb36467131d3ec,,0,0,0,0,0,0,0,0,5,7,6,自然语言处理
Improving Zero-Shot Cross-lingual Transfer for Multilingual Question Answering over Knowledge Graph,2021,65,14,1,8745ca0ffc4c06650cd795a532680cf6c1e61f89,,0,0,0,0,0,0,1,2,7,12,24,自然语言处理
RocketQA: An Optimized Training Approach to Dense Passage Retrieval for Open-Domain Question Answering,2021,674,306,3,f2c1ab4e850ad89bd6b6b9908e12a4151d152070,,0,0,0,0,0,0,1,90,159,173,138,自然语言处理
DAGN: Discourse-Aware Graph Network for Logical Reasoning,2021,64,28,2,a7fae05c72d371cad8aa95ed5f6b2864a11e3862,,0,0,0,0,0,0,0,7,17,23,7,自然语言处理
Designing a Minimal Retrieve-and-Read System for Open-Domain Question Answering,2021,8,6,0,681b2120803ca621620341ef3da2c041f8e0ea02,,0,0,0,0,0,0,0,2,3,0,1,自然语言处理
Unsupervised Multi-hop Question Answering by Question Generation,2021,63,26,3,405c0d9b7cf5482d2e1197167f690e7b7801b9bd,,0,0,0,0,0,0,0,9,18,19,11,自然语言处理
Sliding Selector Network with Dynamic Memory for Extractive Summarization of Long Documents,2021,40,14,0,592dd524b78ff141ef41ed8b784cfe3de32ec974,,0,0,0,0,0,0,0,2,17,9,7,自然语言处理
AdaptSum: Towards Low-Resource Domain Adaptation for Abstractive Summarization,2021,83,38,1,32128a25b1ebf868f9b02590e361a98524bd371b,,0,0,0,0,0,0,0,11,29,22,16,自然语言处理
QMSum: A New Benchmark for Query-based Multi-domain Meeting Summarization,2021,402,173,5,aa28873534c24e4a8c5deb7bff723cd5fc69a6f0,,0,0,0,0,0,0,1,26,64,93,114,自然语言处理
MM-AVS: A Full-Scale Dataset for Multi-modal Summarization,2021,38,13,1,bdba49fa211a42b3814bcc10548361fa41ceeeb4,,0,0,0,0,0,0,0,0,8,12,8,多模态学习
MediaSum: A Large-scale Media Interview Dataset for Dialogue Summarization,2021,146,71,0,9623e9e461647a10a8f14419a9abe40482e9eb47,,0,0,0,0,0,0,1,27,39,30,26,自然语言处理
Improving Faithfulness in Abstractive Summarization with Contrast Candidate Generation and Selection,2021,113,53,0,6399471944fdf64ad2d43de5a83e02035c138788,,0,0,0,0,0,0,0,9,28,42,25,自然语言处理
Inference Time Style Control for Summarization,2021,17,7,0,40b8ac8cf4df9fcc4a678a71809530f2b54610d8,,0,0,0,0,0,0,0,3,4,5,3,自然语言处理
ReinforceBug: A Framework to Generate Adversarial Textual Examples,2021,4,1,0,39f8cac9c1810d6eb3c3990fc51c8917e3495312,,0,0,0,0,0,0,1,1,0,2,0,自然语言处理
Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,2022,101,12,3,3779c1d2059e0daa9b511bb354172a9726cce54b,,5,6,12,11,8,14,11,6,8,6,6,自然语言处理
Social Norms Guide Reference Resolution,2022,4,0,0,890cd4bc316ad04c16838b7599cfaebb149eca8c,,0,0,0,0,0,0,0,0,2,0,1,自然语言处理
Learning Natural Language Generation with Truncated Reinforcement Learning,2022,9,3,0,ddf305a275b6cb0e40045a2f5cbdefba24d4c64c,,0,0,0,0,0,0,0,0,1,4,3,自然语言处理
Language Model Augmented Monotonic Attention for Simultaneous Translation,2022,10,8,0,0723d75f58b0c0f705f875a7d0f9148c6a3a5ae9,,0,0,0,0,0,0,0,0,0,5,4,自然语言处理
What Makes a Good and Useful Summary? Incorporating Users in Automatic Summarization Research,2022,10,6,0,d3df6978cc5d8c81e32b87ab31848e09c4b2ace8,,0,0,0,0,0,0,0,0,0,1,4,自然语言处理
ErAConD: Error Annotated Conversational Dialog Dataset for Grammatical Error Correction,2022,6,0,0,790327fd7eb49d76382180ed34cbfc0aeb05f11b,,0,0,0,0,0,0,0,0,2,3,1,自然语言处理
Semantic Diversity in Dialogue with Natural Language Inference,2022,30,13,0,32f87b51e3ba42894821716b8145bde41fc65983,,0,0,0,0,0,0,0,0,3,11,9,自然语言处理
LEA: Meta Knowledge-Driven Self-Attentive Document Embedding for Few-Shot Text Classification,2022,15,7,0,9d4295e190b36098088d04857af9529eff09368a,,0,0,0,0,0,0,0,0,1,5,5,自然语言处理
Enhancing Self-Attention with Knowledge-Assisted Attention Maps,2022,9,2,0,a28191fe486ee49bbcd3ede75fe7001b0cf9e511,,0,0,0,0,0,0,0,0,1,3,4,自然语言处理
Batch-Softmax Contrastive Loss for Pairwise Sentence Scoring Tasks,2022,8,7,0,edfcc873bca0c9a06cbe876c8e89888d1ad7c238,,0,0,0,0,0,0,0,2,1,2,2,自然语言处理
NewsEdits: A News Article Revision Dataset and a Novel Document-Level Reasoning Challenge,2022,28,13,0,4ef0484cf6898a74a6d17bc5f2efa4e287722471,,0,0,0,0,0,0,0,0,2,12,7,自然语言处理
Putting the Con in Context: Identifying Deceptive Actors in the Game of Mafia,2022,18,7,0,d0f4dfd018acfb4f188a1f47e46397f1eb200058,,0,0,0,0,0,0,0,0,1,3,8,自然语言处理
SUBS: Subtree Substitution for Compositional Semantic Parsing,2022,21,13,0,b06c41432dc060c5591b91f8ed40ae15913a150d,,0,0,0,0,0,0,0,0,7,9,3,自然语言处理
Two Contrasting Data Annotation Paradigms for Subjective NLP Tasks,2022,190,70,1,2743e66939b30c43affb3c9e31f20cfac2109045,,0,0,0,0,0,0,0,1,19,49,76,自然语言处理
Do Deep Neural Nets Display Human-like Attention in Short Answer Scoring?,2022,6,0,0,511b6de584d74c2e4a6d2b9583c476d70eb9f6dc,,0,0,0,0,0,0,0,0,0,2,2,自然语言处理
Knowledge-Grounded Dialogue Generation with a Unified Knowledge Representation,2022,59,28,0,551c0561402e9bec89088e8749dc66f2e6ff523e,,0,0,0,0,0,0,0,1,9,21,20,自然语言处理
CERES: Pretraining of Graph-Conditioned Transformer for Semi-Structured Session Data,2022,2,2,0,cb994d381db2974d707a830c6f4be97da687acdf,,0,0,0,0,0,0,0,0,0,1,1,表示学习与优化方法
Political Ideology and Polarization: A Multi-dimensional Approach,2022,7,2,0,85261a4a55aa903600b8e8ef4bea28c24beb45d2,,0,0,0,0,0,0,0,0,1,2,2,概率统计与推理基础
Cooperative Self-training of Machine Reading Comprehension,2022,12,5,0,56bab0a09fd88ddf0aaf5d4f7a684bc0e82d4f0c,,0,0,0,0,0,0,0,0,0,7,4,自然语言处理
